Avtor
Vlad Ricean
Mateusz Bielski
Rafał Hrynkiewicz
Phil Walker-Harding
Daryl Andrews
Charles Woods
Mateusz Lenart
Rob Daviau
Hanno Girke
Mirco Paganessi
Jeroen Kesselaar
Sen-Foong Lim
Satya Hody
Christopher Hosch
Manuel Carvalho
Jorge Ramos
Scott Schomburg
Katrina Mae Hao
Eric Nouhaut
Mark Zug
Leland Myrick
Piotr Cieśliński
Kerri Aitken
Pete Fenlon
Igor Polouchine
Bascu
Nicolas Fructus
Inka Brand
Isidre Monés
Marcin Jakubowski
Phil Eklund
Del Borovic
Christopher Moeller
Scott Okumura
Daren Bader
Carl Chudyk
Silvia Christoph
Dave Dobyski
Robin Carey
Luis Franco
Peter Wocken
Waldo Ramirez
Christophe Madura
Danny Beck
Eric J. Carter
Gabriela Birchal
Marcus Gschwendtner
J. Lonnee
David Ardila
Erfian Asafat
Jason Taylor
Andreas Resch
Gérald Guerlais
Michael Schacht
Viktor Dragosani
Lucas Graciano
Radim Pech
(Uncredited)
Vincent Boulanger
Simon Eckert
Kristen Pauline
C. B. Canga
Oleg Sidorenko
Jay Cormier
Dinobot Illustration
Andrea Boekhoff
Jerzy Ferdyn
Matthias Catrein
Víctor Pérez Corbella
Julien Le Faucheur
Richard Wright
Alexandre Roche
Matijos Gebreselassie
Alexander Jung
Bärbel Skarabelo
Stéphane Gantiez
Filip Neduk
Ian Brumby
Ralf Berszuck
Anders Finér
Pascal Quidault
Don Perrin
Charles Kibler
Tanja Donner
Thomas Denmark
Mizio Mencarini
Marcel-André Casasola Merkle
David Montgomery
David Richards
Jennifer L. Meyer
Alexandr Elichev
Cyril Bouquet
Jeremy Deveraturda
Mateusz Komada
Tregis
Alessandra Cimatoribus
Andrew White
Franz Vohwinkel
Fred Jordan
Paul Niemeyer
Herman Haverkort
John Gravato
Rich Larson
Cyril Van Der Haegen
Jared Blando
Cody Miller
Josh J. Carlson
Nicolás Eskubi
Mike McVey
Sacha Angel Diener
Eckhard Freytag
Laslo Forgach
Ben Carre
Wolfgang Warsch
Jukka Rajaniemi
Joe Amoral
Elisa Cella
Antoine Bauza
Giovanna BC Guimarães
Paul Dainton
Jason Behnke
Jeff Himmelman
Gavan Brown
Scott Altmann
Moy Shin Hung
Noah Bradley
Julius Abrea
Alex Aparin
Jo Brumby
Jean Brice Dugait
Bruno Cathala
Markus Schmuck
Larry Elmore
Trevor Cook
Piotr Gacek
Marie Cardouat
Katarzyna Kosobucka
Mark Mahaffey
Andrew Hepworth
Antonio Dessi
Aga Jakimiec
David Demaret
Arnaud Simon-Laforet
Rob Alexander
Michaela Kienle
Bruno Balixa
Raul Ramos
Michael Menzel
Joshua Panelo
Tim Arney-O'Neil
Sergi Marcet
Francesco Mattioli
Christof Tisch
Paweł Niziołek
Matt Zeilinger
Mathieu Leyssenne
Ervin
Hisashi Hayashi
Guido Hoffmann
Patrick McEvoy
Ed Mattinian
Anne Pätzke
JJ Ariosa
Paweł Samborski
Zoltan Boros
Hannah Cardoso
David Cherry
C. Michael Erickson
Oleksandr Nevskiy
Pete Knifton
Randy Delven
Pierô
Fréderic Bertrand
Aleksi Briclot
Maisherly
Gracjana Zielińska
François Bruel
Mike Atkinson
Vincent Dutrait
Chad Jensen
Dallas Mehlhoff
John Austin
Oliver Schlemmer
Matt Heerdt
David Palumbo
Jörg Asselborn
Taylor Ingvarsson
Lucas Durham
Magdalena Klepacz
Albertine Ralenti
Xavier Georges
Jack Scott Hill
Fábio Fontes
Ewa Kostorz
Jessica Cox
Rick Gondeck
Gemma Tegelaers
Milan Vavroň
Dominik Mayer
Christian Hanisch
NILS
Dennis Crabapple McClain
Thierry Masson
Cyril Nouvel
Chris Quilliams
Brian Schomburg
Nan Sumana
Tobias Schweiger
Luis Francisco
Klaus Wilinski
Andrew Christensen
Chris Beck
Carole Carrion
Christophe Boelinger
James Brady
Ewa Labak
Richard Edwards
Tamara Jannink
Manuel Casasola Merkle
